DATE_TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,TOTAL_DC_POWER,TOTAL_AC_POWER,TOTAL_DAILY_YIELD,TOTAL_TOTAL_YIELD,hour,minute,day_of_year,day_of_week,week_of_year,hour_sin,hour_cos,day_sin,day_cos,intraday_position,is_daytime,is_peak_sun,is_morning,is_afternoon,TOTAL_AC_POWER_lag_1,TOTAL_AC_POWER_lag_2,TOTAL_AC_POWER_lag_4,TOTAL_AC_POWER_lag_8,TOTAL_AC_POWER_lag_16,TOTAL_AC_POWER_lag_24,TOTAL_AC_POWER_lag_48,TOTAL_AC_POWER_lag_96,AMBIENT_TEMPERATURE_lag_1,AMBIENT_TEMPERATURE_lag_4,AMBIENT_TEMPERATURE_lag_8,AMBIENT_TEMPERATURE_lag_16,MODULE_TEMPERATURE_lag_1,MODULE_TEMPERATURE_lag_4,MODULE_TEMPERATURE_lag_8,MODULE_TEMPERATURE_lag_16,TOTAL_AC_POWER_rolling_mean_4,TOTAL_AC_POWER_rolling_std_4,TOTAL_AC_POWER_rolling_min_4,TOTAL_AC_POWER_rolling_max_4,TOTAL_AC_POWER_rolling_mean_8,TOTAL_AC_POWER_rolling_std_8,TOTAL_AC_POWER_rolling_min_8,TOTAL_AC_POWER_rolling_max_8,TOTAL_AC_POWER_rolling_mean_16,TOTAL_AC_POWER_rolling_std_16,TOTAL_AC_POWER_rolling_min_16,TOTAL_AC_POWER_rolling_max_16,TOTAL_AC_POWER_rolling_mean_32,TOTAL_AC_POWER_rolling_std_32,TOTAL_AC_POWER_rolling_min_32,TOTAL_AC_POWER_rolling_max_32,TOTAL_AC_POWER_rolling_mean_96,TOTAL_AC_POWER_rolling_std_96,TOTAL_AC_POWER_rolling_min_96,TOTAL_AC_POWER_rolling_max_96,TOTAL_AC_POWER_ewm_4,TOTAL_AC_POWER_ewm_12,TOTAL_AC_POWER_ewm_24,TOTAL_AC_POWER_ewm_48,solar_declination,solar_elevation,theoretical_irradiance,inverter_efficiency,temp_loss_factor,temp_difference,temp_ratio,TOTAL_AC_POWER_diff_1,TOTAL_AC_POWER_diff_4,TOTAL_AC_POWER_pct_change_1,TOTAL_AC_POWER_momentum_8,TOTAL_AC_POWER_momentum_16,TOTAL_AC_POWER_momentum_32,TOTAL_AC_POWER_cv_8,TOTAL_AC_POWER_cv_16,TOTAL_AC_POWER_cv_32,TOTAL_AC_POWER_skew_16,TOTAL_AC_POWER_kurt_16,TOTAL_AC_POWER_skew_32,TOTAL_AC_POWER_kurt_32,TOTAL_AC_POWER_skew_96,TOTAL_AC_POWER_kurt_96,TOTAL_AC_POWER_vs_daily_mean,TOTAL_AC_POWER_vs_daily_max_ratio,weather_regime,pca_1,pca_2
2020-05-16 17:30:00,31.300166866666668,31.599767866666667,0.0795873111333333,25881.785715,2516.7553571,141132.160715,151040247.16,17,30,137,5,20,-0.9659258262890684,-0.2588190451025206,0.705583610107178,-0.7086266782644596,0.7291666666666666,1,0,0,1,3448.0714285,4240.2982144,5608.7553573,10918.8928573,18158.7285714,15434.8267857,0.0,20477.0178565,31.540801866666666,31.90710457142857,32.328025399999994,31.617256666666663,32.74589640000001,35.77269607142857,43.170092666666655,49.747872,3745.17142855,983.8914351821868,2516.7553571,4775.5607142,5297.942410725,1951.1779404693516,2516.7553571,8340.4500001,10028.04285714375,5298.188230053432,2516.7553571,18380.15,14231.239787925,5955.620032726906,2516.7553571,23955.614285,8851.08562374975,7748.371039367367,0.0,25352.546429,3790.637290619747,7469.252229452851,10196.981660774873,10598.41089172084,19.263625174941613,14.024157806548562,331.26645381321754,0.0972404062383297,0.9736009285333334,0.2996009999999991,1.0095718659033432,-931.3160714,-3092.0000002,-0.2700976736451038,-2781.187053625,-7511.28750004375,-11714.484430825,0.3682897602887195,0.5283372145023416,0.4184891914884438,0.0673854783603653,-1.6055305862560645,-0.5773217813481246,-0.6254242351056647,0.2271258720527177,-1.3406199825508935,-4016.116153563805,0.1050591033549862,2,-1.5632432232702742,2.3210595096217252
2020-05-16 17:45:00,31.0485982,30.124161733333327,0.0504507636666666,16533.9107144,1603.10178571,141650.196429,151040765.196,17,45,137,5,20,-0.9659258262890684,-0.2588190451025206,0.705583610107178,-0.7086266782644596,0.7395833333333334,1,0,0,1,2516.7553571,3448.0714285,4775.5607142,8340.4500001,15212.2035714,19073.2285713,0.0,19341.707142,31.300166866666668,31.88745533333333,32.103391466666665,31.3661072,31.599767866666667,34.781236066666665,39.814438866666656,47.2997298,2952.0566964275004,1142.331450766363,1603.10178571,4240.2982144,4455.77388392625,1903.7811879157452,1603.10178571,7303.142857,9177.473995538125,5499.033911204858,1603.10178571,18380.15,13788.269754440938,6350.894148578575,1603.10178571,23955.614285,8666.30848462173,7706.963050371099,0.0,25352.546429,2915.6230886558483,6566.767545780584,9509.468004199834,10230.451222629496,19.263625174941613,10.704351008078747,253.90826673148547,0.0969584155497948,0.9795033530666668,-0.9244364666666732,0.9702261448097624,-913.6535713899998,-3172.45892849,-0.3630283606280994,-2852.67209821625,-7574.372209828125,-12185.16796873094,0.4272616244696442,0.5991881768205892,0.4606012401616289,0.2572651069999325,-1.433433766759182,-0.5235298986345946,-0.8245178604869537,0.2682226164520135,-1.309132229641166,-4929.769724953805,0.0669196692949675,2,-1.827775865158695,2.3391295191527806
2020-05-16 18:00:00,30.311684133333333,28.36227433333333,0.0262128633333333,8626.3392856,833.82857144,141954.464285,151041069.465,18,0,137,5,20,-1.0,-1.8369701987210294e-16,0.705583610107178,-0.7086266782644596,0.75,1,0,0,1,1603.10178571,2516.7553571,4240.2982144,7303.142857,13548.9964284,19409.3839285,109.162500001,20470.8976196,31.0485982,31.747082466666665,32.029101733333334,31.42362873333333,30.124161733333327,33.73915806666666,37.712012,46.57489593333333,2100.4392856875,1131.529754210038,833.82857144,3448.0714285,3647.10959823125,1895.4891582153048,833.82857144,6150.5053572,8382.776004478124,5738.711246606144,833.82857144,18380.15,13319.856194176564,6737.007940010571,833.82857144,23955.614285,8461.75568203673,7650.747571395955,0.0,25352.546429,2082.905281769509,5684.7769343274285,8815.41381574496,9846.109891493228,19.263625174941613,7.406501117471806,176.2173954114416,0.0966607669642573,0.9865509026666668,-1.949409800000005,0.9356878426343764,-769.27321427,-3406.46964296,-0.4798654839806666,-2813.28102679125,-7548.9474330381245,-12486.027622736565,0.5197236625777757,0.6845836323838896,0.5057868374702115,0.4365398058657432,-1.235063006777403,-0.4612999258749989,-0.994231707306828,0.3050915804299826,-1.2777681773403615,-5699.042939223805,0.0348072298009117,2,-2.1310189627018272,2.490114707964316
2020-05-16 18:15:00,29.54822573333333,26.94033806666667,0.0088122812133333,2770.2678569,267.32500001,142092.642855,151041207.645,18,15,137,5,20,-1.0,-1.8369701987210294e-16,0.705583610107178,-0.7086266782644596,0.7604166666666666,1,0,0,1,833.82857144,1603.10178571,3448.0714285,6150.5053572,18380.15,16146.9214285,722.4499999999999,12721.8767857,30.311684133333333,31.540801866666666,31.9597596,31.98976833333333,28.36227433333333,32.74589640000001,36.301157466666666,47.82889013333333,1305.252678565,975.7027186278632,267.32500001,2516.7553571,2911.7120535825,1926.4931595788937,267.32500001,5608.7553573,7250.724441978749,5412.334726874205,267.32500001,16046.5160714,12847.878292389374,7107.560904167772,267.32500001,23955.614285,8332.020767602458,7683.275357136663,0.0,25352.546429,1356.6731690657057,4851.322790573378,8131.563960395359,9454.351338696037,19.263625174941613,4.133177060009537,98.52652409139776,0.0964978889475126,0.9922386477333334,-2.6078876666666595,0.9117413109605188,-566.50357143,-3180.74642849,-0.6794005276788049,-2644.3870535725,-6983.39944196875,-12580.553292379374,0.6616358774929626,0.7464543398641639,0.5532089223150595,0.5116170594443799,-1.0740372366465332,-0.3939573250825015,-1.147581757288238,0.3380976328225632,-1.2729391621893216,-6265.546510653805,0.0111591795071348,2,-2.401714137426509,2.4120080899612293
2020-05-16 18:30:00,28.97306333333333,25.9079486,0.00035944967324,0.0,0.0,142114.0,151041229.0,18,30,137,5,20,-1.0,-1.8369701987210294e-16,0.705583610107178,-0.7086266782644596,0.7708333333333334,1,0,0,1,267.32500001,833.82857144,2516.7553571,5608.7553573,16046.5160714,22351.0714279,1505.28571429,14665.9857143,29.54822573333333,31.300166866666668,31.90710457142857,32.24326421428572,26.94033806666667,31.599767866666667,35.77269607142857,48.35548621428571,676.06383929,709.0883391943328,0.0,1603.10178571,2210.61763392,1822.533114569816,0.0,4775.5607142,6247.81718751625,5154.379336088116,0.0,15714.4446429,12215.6368861425,7326.037375296279,0.0,23955.614285,8179.250083078499,7701.7915521680015,0.0,25352.546429,814.0039014394232,4104.965438167694,7481.036436764977,9067.713735932502,19.263625174941613,0.8872749433808037,21.168337009665624,0.0,0.9963682056,-3.065114733333328,0.8942081236606095,-267.32500001,-2516.7553571,-1.0,-2210.61763392,-6247.81718751625,-12215.6368861425,0.8244452078028484,0.8249888211177291,0.5997261905850348,0.6777269335802143,-0.6124138479564506,-0.3037019555923028,-1.2383005307572503,0.3768555899229635,-1.251517119975015,-6532.871510663805,0.0,2,-2.606123439264737,2.357353335463993
2020-05-17 06:00:00,22.69311313333333,21.416339066666666,0.00478462602,33.875,3.2625,0.125,151041229.125,6,0,138,6,20,1.0,6.123233995736766e-17,0.6932812268869777,-0.7206671495538609,0.25,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,833.82857144,109.162500001,22.5879394,22.567999266666664,22.86391193333333,23.5248778,21.22639153333333,20.847640066666667,20.755200200000004,21.337225266666668,0.815625,1.6312499634194588,0.0,3.2625,0.4078125,1.1534678599018455,0.0,3.2625,0.20390625,0.8156252483962347,0.0,3.2625,0.101953125,0.5767339255692465,0.0,3.2625,5919.311681539063,7537.512699443348,0.0,23955.614285,1.3050000507672932,2.389822336235685,161.77131191181442,1331.3976787344866,19.490951188278192,7.4910060742746305,178.2165554202423,0.096309963099631,1.0143346437333334,-1.2767740666666647,0.9437373770991674,3.2625,3.2625,inf,2.8546875000000003,3.05859375,3.160546875,2.8284269361577827,4.000001218188431,5.656853829338203,3.999929125409384,18.776747855268603,5.655927606100248,10.241395180367045,0.8503455711542176,-0.8291104318742487,-6881.897805052396,0.0001206785423576,0,-3.432497707141277,-1.366500568732372
2020-05-17 06:15:00,22.79481626666667,21.689546733333334,0.0123497075333333,2686.3214286,259.15714286,24.142857144,151041253.144,6,15,138,6,20,1.0,6.123233995736766e-17,0.6932812268869777,-0.7206671495538609,0.2604166666666667,1,0,1,0,3.2625,0.0,0.0,0.0,0.0,0.0,267.32500001,722.4499999999999,22.69311313333333,22.572514071428568,22.822157866666668,23.45815413333333,21.416339066666666,20.91312521428572,20.885530466666665,21.357688333333336,65.604910715,129.04398650790867,0.0,259.15714286,32.8024553575,91.46823022270974,0.0,259.15714286,16.40122767875,64.74002589730544,0.0,259.15714286,8.200613839375,45.79796672663649,0.0,259.15714286,5914.485714277187,7541.022563066313,0.0,23955.614285,104.44585717446044,41.89248703219963,169.5621789601855,1287.6208493748345,19.490951188278192,10.7850162843066,255.7990891947989,0.0964728718242261,1.0132418130666667,-1.1052695333333349,0.9515122420640172,255.89464286000003,259.15714286,78.43513957394636,226.3546875025,242.75591518125003,250.95652902062503,2.788456815986377,3.9472670683783546,5.584699831461266,3.998924398084267,15.993850781120198,5.655431725749931,31.98883913986384,0.8500921355781517,-0.8300330916224715,-6626.003162192395,0.009586116855762,0,-3.329538073988174,-1.3875871654898988
2020-05-17 06:30:00,22.685673066666663,21.89033826666667,0.0341808814,9962.3571428,963.41428573,165.892857141,151041394.891,6,30,138,6,20,1.0,6.123233995736766e-17,0.6932812268869777,-0.7206671495538609,0.2708333333333333,1,0,1,0,259.15714286,3.2625,0.0,0.0,0.0,0.0,0.0,1505.28571429,22.79481626666667,22.549147400000003,22.8671814,23.3887412,21.689546733333334,21.070228933333333,21.154836066666668,21.382649866666668,306.4584821475,454.4861381932008,0.0,963.41428573,153.22924107375,339.64404728411176,0.0,963.41428573,76.614620536875,245.1425916041725,0.0,963.41428573,38.3073102684375,174.9084326254886,0.0,963.41428573,5908.841220229687,7544.559579238665,0.0,23955.614285,448.0332285966764,183.66507144724648,233.07035179534935,1274.3844744196515,19.490951188278192,14.101196275028997,333.0494026490458,0.096705455538329,1.0124386469333333,-0.795334799999992,0.964941097508426,704.2571428699999,963.41428573,2.717490766791053,810.1850446562499,886.799665193125,925.1069754615625,2.2165746231206573,3.199684210224394,4.565928314982759,3.6059719294295274,13.397127565385077,5.149595937728536,27.429750053246277,0.850296946805199,-0.8308594717134062,-5921.746019322395,0.0356363009006753,0,-3.2206119435687155,-1.4531398436544825
2020-05-17 06:45:00,22.94856573333333,22.59763193333333,0.0679046076,19398.2142856,1883.04464287,504.10714285,151041733.107,6,45,138,6,20,1.0,6.123233995736766e-17,0.6932812268869777,-0.7206671495538609,0.28125,1,0,1,0,963.41428573,259.15714286,0.0,0.0,0.0,0.0,0.0,2414.7017856,22.685673066666663,22.5879394,22.746960466666668,23.265284928571425,21.89033826666667,21.22639153333333,21.0750916,21.255172642857147,777.219642865,841.6087350169581,3.2625,1883.04464287,388.6098214325,690.0369074063096,0.0,1883.04464287,194.30491071625,512.323264377903,0.0,1883.04464287,97.152455358125,369.7934076665385,0.0,1883.04464287,5903.303124992916,7547.346073513131,0.0,23955.614285,1022.037794306006,445.1080824353634,365.068303291353,1299.2339663282123,19.490951188278192,17.437248022347127,409.6366980810877,0.0970730921488919,1.0096094722666666,-0.3509337999999999,0.9847078111949166,919.63035714,1883.04464287,0.9545533741418172,1494.4348214375,1688.73973215375,1785.892187511875,1.775654832558488,2.636697459108823,3.806320759505253,2.932802353162222,8.585925590160484,4.302925308359857,19.171508997361865,0.8510388972748573,-0.8312099553338249,-5002.115662182396,0.0696530521673481,0,-3.027759682961411,-1.4627587283452488
2020-05-17 07:00:00,23.29249893333333,23.8324564,0.1069960559333333,31089.035716,3034.2642858,1116.85714286,151042345.858,7,0,138,6,20,0.9659258262890684,-0.2588190451025206,0.6932812268869777,-0.7206671495538609,0.2916666666666667,1,0,1,0,1883.04464287,963.41428573,3.2625,0.0,0.0,0.0,0.0,3337.7285714,22.94856573333333,22.69311313333333,22.567999266666664,23.317295400000003,22.59763193333333,21.416339066666666,20.847640066666667,21.500791266666663,1534.970089315,1200.4740304562592,259.15714286,3034.2642858,767.8928571575,1135.824528518115,0.0,3034.2642858,383.94642857875,871.3713053719763,0.0,3034.2642858,191.973214289375,636.7416592035642,0.0,3034.2642858,5900.142038684583,7548.495397909296,0.0,23955.614285,1826.928390903604,843.4398060299241,578.6039941110524,1370.0685363361515,19.490951188278192,20.791113805191824,485.2330169339892,0.0975991765559461,1.0046701744,0.5399574666666709,1.023181603150959,1151.21964293,3031.0017858,0.611360780685154,2266.3714286425,2650.31785722125,2842.291071510625,1.4791445420166862,2.2695127249848923,3.3168255350653126,2.475891343735774,5.755255290228759,3.73986785420634,14.273038429401293,0.8517650750353684,-0.831018262356795,-3850.896019252396,0.1122361965174817,0,-2.7561166014019585,-1.249899309261501
