timestamp,y_true,p10,p50,p90
2020-06-16 09:30:00,16210.6375,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 09:45:00,19016.1125,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 10:00:00,24082.9642871,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 10:15:00,22378.3375003,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 10:30:00,18201.6178571,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 10:45:00,20210.8678572,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 11:00:00,24978.126784,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 11:15:00,18069.2625001,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 11:30:00,12780.4035714,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 11:45:00,16210.6321429,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 12:00:00,7269.2821429,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 12:15:00,13299.1107144,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 12:30:00,14176.6696428,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 12:45:00,15522.8642857,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 13:00:00,10305.5482144,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 13:15:00,15730.2732144,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 13:30:00,17424.8589286,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 13:45:00,12894.9000001,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 14:00:00,14158.8,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 14:15:00,9507.832143,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 14:30:00,21145.8624995,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 14:45:00,15640.5517858,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 15:00:00,8844.4125,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 15:15:00,10090.6553573,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 15:30:00,13944.7107143,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 15:45:00,10880.6769842,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 16:00:00,10713.4749999,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 16:15:00,7555.5017858,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 16:30:00,5707.1517858,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 16:45:00,4762.3535713,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 17:00:00,4135.5071428,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 17:15:00,3740.9839285,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 17:30:00,3108.4678571,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 17:45:00,2220.25714284,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 18:00:00,1480.95714285,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 18:15:00,731.94107141,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 18:30:00,159.194642855,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 18:45:00,0.0,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 06:00:00,5.998214286,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 06:45:00,877.25,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 07:00:00,2946.0321428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 07:15:00,4462.5303573,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 07:30:00,7062.442857,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 07:45:00,8217.6857144,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 08:00:00,7405.6071428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 08:15:00,8184.1392857,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 08:30:00,8800.6285713,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 08:45:00,8452.9375,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 09:00:00,10911.0571429,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 09:15:00,11630.1,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 09:30:00,14852.6857142,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 09:45:00,12306.7625,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 10:00:00,13464.2285714,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 10:15:00,14483.8875,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 10:30:00,15638.6428571,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 10:45:00,14239.3214286,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 11:00:00,14510.4696431,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 11:15:00,17199.1071427,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 11:30:00,16548.7035715,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 11:45:00,24773.9125,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 12:00:00,24771.0553577,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 12:15:00,29048.955358,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 12:30:00,20619.0285715,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 12:45:00,21655.719643,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 13:00:00,15160.0071428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 13:15:00,19014.0714284,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 13:30:00,21044.15,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 13:45:00,17746.0000002,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 14:00:00,13531.35,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 14:15:00,13048.0571428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 14:30:00,17947.7625,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 14:45:00,16851.6714286,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 15:00:00,10254.9732144,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 15:15:00,3341.7053571,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 15:30:00,1928.27857144,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 15:45:00,3026.0392859,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 16:00:00,6922.5035714,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 16:15:00,7880.0428573,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 16:30:00,3954.9089285,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 16:45:00,2421.4446428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 17:00:00,2819.3785713,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 17:15:00,3356.5446428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 17:30:00,2869.84,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 17:45:00,2021.62857142,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 18:00:00,1288.58571429,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 18:15:00,719.875,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 18:30:00,165.82857143,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 18:45:00,0.0,-19383.49357089,11227.2589285,41946.871251143
